trial,prob,p,P,S,alpha,lambda
19,0.9885164541358761,0.8,50,20,2,0.5
20,0.9909334080661145,0.8,50,20,2,0.5
21,0.9928417225816709,0.8,50,20,2,0.5
22,0.9943484163367589,0.8,50,20,2,0.5
23,0.9955379997516941,0.8,50,20,2,0.5
24,0.9964772056378249,0.8,50,20,2,0.5
25,0.9972187268434741,0.8,50,20,2,0.5
26,0.9978041688647632,0.8,50,20,2,0.5
27,0.998266382005519,0.8,50,20,2,0.5
28,0.99863130328016,0.8,50,20,2,0.5
29,0.9989194110049036,0.8,50,20,2,0.5
30,0.999146873449738,0.8,50,20,2,0.5
31,0.9993264558546728,0.8,50,20,2,0.5
32,0.9994682366149105,0.8,50,20,2,0.5
33,0.9995801727680652,0.8,50,20,2,0.5
34,0.9996685464826432,0.8,50,20,2,0.5
35,0.9997383175830222,0.8,50,20,2,0.5
36,0.999793401881624,0.8,50,20,2,0.5
37,0.9998368909305589,0.8,50,20,2,0.5
38,0.9998712255206784,0.8,50,20,2,0.5
39,0.9998983326622018,0.8,50,20,2,0.5
40,0.9999197337328176,0.8,50,20,2,0.5
41,0.9999366298617515,0.8,50,20,2,0.5
42,0.9999499693411743,0.8,50,20,2,0.5
43,0.9999605008479141,0.8,50,20,2,0.5
44,0.9999688154622343,0.8,50,20,2,0.5
45,0.9999753798417964,0.8,50,20,2,0.5
46,0.9999805624125775,0.8,50,20,2,0.5
47,0.9999846540466413,0.8,50,20,2,0.5
48,0.9999878843872558,0.8,50,20,2,0.5
49,0.9999904347375841,0.8,50,20,2,0.5
50,0.9999924482363047,0.8,50,20,2,0.5
51,0.9999940378912644,0.8,50,20,2,0.5
52,0.9999952929220428,0.8,50,20,2,0.5
53,0.9999962837674041,0.8,50,20,2,0.5
54,0.9999970660386769,0.8,50,20,2,0.5
55,0.9999976836409437,0.8,50,20,2,0.5
56,0.9999981712372188,0.8,50,20,2,0.5
57,0.9999985561939126,0.8,50,20,2,0.5
58,0.9999988601167755,0.8,50,20,2,0.5
59,0.9999991000635224,0.8,50,20,2,0.5
60,0.9999992895012,0.8,50,20,2,0.5
61,0.9999994390620258,0.8,50,20,2,0.5
62,0.9999995571401236,0.8,50,20,2,0.5
63,0.9999996503626442,0.8,50,20,2,0.5
64,0.9999997239617155,0.8,50,20,2,0.5
65,0.9999997820680965,0.8,50,20,2,0.5
66,0.9999998279430165,0.8,50,20,2,0.5
67,0.9999998641612123,0.8,50,20,2,0.5
68,0.9999998927554357,0.8,50,20,2,0.5
69,0.9999999153305417,0.8,50,20,2,0.5
70,0.9999999331535614,0.8,50,20,2,0.5
71,0.9999999472248148,0.8,50,20,2,0.5
72,0.9999999583340529,0.8,50,20,2,0.5
73,0.9999999671047833,0.8,50,20,2,0.5
74,0.9999999740292649,0.8,50,20,2,0.5
75,0.999999979496135,0.8,50,20,2,0.5
76,0.9999999838122224,0.8,50,20,2,0.5
77,0.9999999872197686,0.8,50,20,2,0.5
78,0.9999999899100221,0.8,50,20,2,0.5
79,0.9999999920339743,0.8,50,20,2,0.5
80,0.999999993710832,0.8,50,20,2,0.5
81,0.9999999950347092,0.8,50,20,2,0.5
82,0.9999999960799087,0.8,50,20,2,0.5
83,0.9999999969050924,0.8,50,20,2,0.5
84,0.9999999975565741,0.8,50,20,2,0.5
85,0.9999999980709181,0.8,50,20,2,0.5
86,0.9999999984769922,0.8,50,20,2,0.5
87,0.999999998797587,0.8,50,20,2,0.5
88,0.9999999990506964,0.8,50,20,2,0.5
89,0.9999999992505259,0.8,50,20,2,0.5
90,0.9999999994082911,0.8,50,20,2,0.5
91,0.9999999995328465,0.8,50,20,2,0.5
92,0.9999999996311828,0.8,50,20,2,0.5
93,0.9999999997088193,0.8,50,20,2,0.5
94,0.9999999997701132,0.8,50,20,2,0.5
95,0.9999999998185046,0.8,50,20,2,0.5
96,0.9999999998567096,0.8,50,20,2,0.5
97,0.9999999998868724,0.8,50,20,2,0.5
98,0.9999999999106859,0.8,50,20,2,0.5
99,0.9999999999294866,0.8,50,20,2,0.5
100,0.9999999999443298,0.8,50,20,2,0.5
0,0,0.9,50,20,2,0.5
1,0.22297774588017416,0.9,50,20,2,0.5
2,0.3971112409145412,0.9,50,20,2,0.5
3,0.532537467698095,0.9,50,20,2,0.5
4,0.6376639411266314,0.9,50,20,2,0.5
5,0.7191972300002187,0.9,50,20,2,0.5
6,0.782404016677557,0.9,50,20,2,0.5
7,0.8313920894191962,0.9,50,20,2,0.5
8,0.8693551535228417,0.9,50,20,2,0.5
9,0.898772323189601,0.9,50,20,2,0.5
10,0.9215664319561775,0.9,50,20,2,0.5
11,0.9392281916579399,0.9,50,20,2,0.5
12,0.9529130170143052,0.9,50,20,2,0.5
13,0.9635163152998226,0.9,50,20,2,0.5
14,0.971731940011507,0.9,50,20,2,0.5
15,0.9780975343768071,0.9,50,20,2,0.5
16,0.9830296879511206,0.9,50,20,2,0.5
17,0.9868511872464834,0.9,50,20,2,0.5
18,0.9898121348164313,0.9,50,20,2,0.5
19,0.9921063148559268,0.9,50,20,2,0.5
20,0.9938838745127846,0.9,50,20,2,0.5
21,0.9952611500032666,0.9,50,20,2,0.5
22,0.996328280227991,0.9,50,20,2,0.5
23,0.9971551059968972,0.9,50,20,2,0.5
24,0.997795740868284,0.9,50,20,2,0.5
25,0.9982921127128812,0.9,50,20,2,0.5
26,0.9986767077713848,0.9,50,20,2,0.5
27,0.9989746967887454,0.9,50,20,2,0.5
28,0.9992055823714279,0.9,50,20,2,0.5
29,0.9993844753811773,0.9,50,20,2,0.5
30,0.9995230839011584,0.9,50,20,2,0.5
31,0.9996304794993723,0.9,50,20,2,0.5
32,0.9997136909391354,0.9,50,20,2,0.5
33,0.9997781641933559,0.9,50,20,2,0.5
34,0.9998281188693117,0.9,50,20,2,0.5
35,0.9998668243709931,0.9,50,20,2,0.5
36,0.9998968138731102,0.9,50,20,2,0.5
37,0.9999200501108061,0.9,50,20,2,0.5
38,0.9999380538355808,0.9,50,20,2,0.5
39,0.9999520033445334,0.9,50,20,2,0.5
40,0.9999628115968505,0.9,50,20,2,0.5
41,0.9999711859646186,0.9,50,20,2,0.5
42,0.9999776745284915,0.9,50,20,2,0.5
43,0.9999827019481485,0.9,50,20,2,0.5
44,0.9999865972551693,0.9,50,20,2,0.5
45,0.9999896153872967,0.9,50,20,2,0.5
46,0.9999919538734521,0.9,50,20,2,0.5
47,0.9999937657614901,0.9,50,20,2,0.5
48,0.9999951696347844,0.9,50,20,2,0.5
49,0.9999962573732013,0.9,50,20,2,0.5
50,0.9999971001663996,0.9,50,20,2,0.5
51,0.9999977531730087,0.9,50,20,2,0.5
52,0.9999982591306176,0.9,50,20,2,0.5
53,0.9999986511528398,0.9,50,20,2,0.5
54,0.9999989548965132,0.9,50,20,2,0.5
55,0.9999991902408737,0.9,50,20,2,0.5
56,0.9999993725885992,0.9,50,20,2,0.5
57,0.9999995138738754,0.9,50,20,2,0.5
58,0.9999996233434574,0.9,50,20,2,0.5
59,0.9999997081618455,0.9,50,20,2,0.5
60,0.9999997738801831,0.9,50,20,2,0.5
61,0.9999998247995652,0.9,50,20,2,0.5
62,0.999999864252533,0.9,50,20,2,0.5
63,0.9999998948211812,0.9,50,20,2,0.5
64,0.9999999185061484,0.9,50,20,2,0.5
65,0.9999999368575544,0.9,50,20,2,0.5
66,0.999999951076451,0.9,50,20,2,0.5
67,0.9999999620934283,0.9,50,20,2,0.5
68,0.9999999706295187,0.9,50,20,2,0.5
69,0.9999999772433873,0.9,50,20,2,0.5
70,0.9999999823678947,0.9,50,20,2,0.5
71,0.9999999863384263,0.9,50,20,2,0.5
72,0.9999999894148436,0.9,50,20,2,0.5
73,0.9999999917984896,0.9,50,20,2,0.5
74,0.9999999936453682,0.9,50,20,2,0.5
75,0.9999999950763526,0.9,50,20,2,0.5
76,0.9999999961850969,0.9,50,20,2,0.5
77,0.9999999970441659,0.9,50,20,2,0.5
78,0.9999999977097831,0.9,50,20,2,0.5
79,0.9999999982255116,0.9,50,20,2,0.5
80,0.9999999986251044,0.9,50,20,2,0.5
81,0.9999999989347139,0.9,50,20,2,0.5
82,0.9999999991746031,0.9,50,20,2,0.5
83,0.9999999993604722,0.9,50,20,2,0.5
84,0.999999999504486,0.9,50,20,2,0.5
85,0.9999999996160696,0.9,50,20,2,0.5
86,0.999999999702526,0.9,50,20,2,0.5
87,0.9999999997695135,0.9,50,20,2,0.5
88,0.9999999998214162,0.9,50,20,2,0.5
89,0.999999999861631,0.9,50,20,2,0.5
90,0.99999999989279,0.9,50,20,2,0.5
91,0.9999999999169323,0.9,50,20,2,0.5
92,0.9999999999356382,0.9,50,20,2,0.5
93,0.9999999999501317,0.9,50,20,2,0.5
94,0.9999999999613614,0.9,50,20,2,0.5
95,0.9999999999700623,0.9,50,20,2,0.5
96,0.9999999999768039,0.9,50,20,2,0.5
97,0.9999999999820274,0.9,50,20,2,0.5
98,0.9999999999860746,0.9,50,20,2,0.5
99,0.9999999999892104,0.9,50,20,2,0.5
100,0.9999999999916401,0.9,50,20,2,0.5
0,0,1,50,20,2,0.5
1,0.3711369665177322,1,50,20,2,0.5
2,0.6045312851194802,1,50,20,2,0.5
3,0.7513043443129022,1,50,20,2,0.5
4,0.8436044955507501,1,50,20,2,0.5
5,0.9016486486490551,1,50,20,2,0.5
6,0.9381504708423645,1,50,20,2,0.5
7,0.9611051174744794,1,50,20,2,0.5
8,0.9755404461880647,1,50,20,2,0.5
9,0.9846182907922035,1,50,20,2,0.5
10,0.990327011687443,1,50,20,2,0.5
11,0.9939170152269269,1,50,20,2,0.5
12,0.9961746357429788,1,50,20,2,0.5
13,0.9975943698291551,1,50,20,2,0.5
14,0.9984871881133259,1,50,20,2,0.5
15,0.9990486485278581,1,50,20,2,0.5
16,0.999401730227321,1,50,20,2,0.5
17,0.9996237702559123,1,50,20,2,0.5
18,0.9997634030218467,1,50,20,2,0.5
19,0.9998512129066058,1,50,20,2,0.5
20,0.9999064332971052,1,50,20,2,0.5
21,0.9999411593593847,1,50,20,2,0.5
22,0.9999629972962506,1,50,20,2,0.5
23,0.999976730367473,1,50,20,2,0.5
24,0.9999853665883011,1,50,20,2,0.5
25,0.9999907975883289,1,50,20,2,0.5
26,0.9999942129434811,1,50,20,2,0.5
27,0.9999963607340826,1,50,20,2,0.5
28,0.9999977114001956,1,50,20,2,0.5
29,0.9999985607841846,1,50,20,2,0.5
30,0.9999990949303764,1,50,20,2,0.5
31,0.9999994308351711,1,50,20,2,0.5
32,0.9999996420732791,1,50,20,2,0.5
33,0.9999997749131165,1,50,20,2,0.5
34,0.9999998584511797,1,50,20,2,0.5
35,0.9999999109851795,1,50,20,2,0.5
36,0.99999994402187,1,50,20,2,0.5
37,0.9999999647974234,1,50,20,2,0.5
38,0.9999999778624008,1,50,20,2,0.5
39,0.9999999860784823,1,50,20,2,0.5
40,0.9999999912452721,1,50,20,2,0.5
41,0.9999999944944753,1,50,20,2,0.5
42,0.999999996537779,1,50,20,2,0.5
43,0.9999999978227372,1,50,20,2,0.5
44,0.9999999986307999,1,50,20,2,0.5
45,0.9999999991389606,1,50,20,2,0.5
46,0.9999999994585242,1,50,20,2,0.5
47,0.9999999996594859,1,50,20,2,0.5
48,0.9999999997858633,1,50,20,2,0.5
49,0.9999999998653373,1,50,20,2,0.5
50,0.9999999999153156,1,50,20,2,0.5
51,0.9999999999467452,1,50,20,2,0.5
52,0.99999999996651,1,50,20,2,0.5
53,0.9999999999789394,1,50,20,2,0.5
54,0.9999999999867557,1,50,20,2,0.5
55,0.9999999999916712,1,50,20,2,0.5
56,0.9999999999947623,1,50,20,2,0.5
57,0.9999999999967062,1,50,20,2,0.5
58,0.9999999999979287,1,50,20,2,0.5
59,0.9999999999986974,1,50,20,2,0.5
60,0.9999999999991809,1,50,20,2,0.5
61,0.9999999999994849,1,50,20,2,0.5
62,0.999999999999676,1,50,20,2,0.5
63,0.9999999999997963,1,50,20,2,0.5
64,0.9999999999998719,1,50,20,2,0.5
65,0.9999999999999194,1,50,20,2,0.5
66,0.9999999999999494,1,50,20,2,0.5
67,0.9999999999999681,1,50,20,2,0.5
68,0.99999999999998,1,50,20,2,0.5
69,0.9999999999999875,1,50,20,2,0.5
70,0.9999999999999921,1,50,20,2,0.5
71,0.999999999999995,1,50,20,2,0.5
72,0.9999999999999969,1,50,20,2,0.5
73,0.999999999999998,1,50,20,2,0.5
74,0.9999999999999988,1,50,20,2,0.5
75,0.9999999999999992,1,50,20,2,0.5
76,0.9999999999999996,1,50,20,2,0.5
77,0.9999999999999997,1,50,20,2,0.5
78,0.9999999999999998,1,50,20,2,0.5
79,0.9999999999999999,1,50,20,2,0.5
80,0.9999999999999999,1,50,20,2,0.5
81,1,1,50,20,2,0.5
82,1,1,50,20,2,0.5
83,1,1,50,20,2,0.5
84,1,1,50,20,2,0.5
85,1,1,50,20,2,0.5
86,1,1,50,20,2,0.5
87,1,1,50,20,2,0.5
88,1,1,50,20,2,0.5
89,1,1,50,20,2,0.5
90,1,1,50,20,2,0.5
91,1,1,50,20,2,0.5
92,1,1,50,20,2,0.5
93,1,1,50,20,2,0.5
94,1,1,50,20,2,0.5
95,1,1,50,20,2,0.5
96,1,1,50,20,2,0.5
97,1,1,50,20,2,0.5
98,1,1,50,20,2,0.5
99,1,1,50,20,2,0.5
100,1,1,50,20,2,0.5
